sample_id,utterance,context,gold_label,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_demo
S0097,And you're not supposed to be gossiping!!,"Rachel: Yes! Yes! Yes, you do want to know! This is unbelievable! Joey: I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone! Rachel: What? What secrets? You know secrets? What are they?",disgust,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0098,Someone on the subway licked my neck! Licked my neck!!,,disgust,shock|disgust,shock|disgust,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0099,"Oh, heres a great one.","Joey: Tequila!! Chandler: I dont know what it is, I just cant take a good picture. Phoebe: That's fun.",joy,excitement|anticipation,excitement|anticipation,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0100,"Oh, this life! Oh okay no, Chandler's is worse.","Ross: In Man: Oh uh, up or down? Ross: Please!",sadness,frustration|exasperation,frustration|exasperation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: frustration, exasperation; used text-level fallback.",false
S0102,"I know, butcome on, man, she's needy, she's vulnerable.","Joey: The only reason she's goin' out with me is because I said I could bring a friend for her friend. Chandler: Yes, I know, but her friend sounds like such a... Joey: Pathetic mess?",neutral,frustrated|defensive,frustrated|defensive,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0101,"Man, it must be so cool remembering stuff like that! I don't have any past life memories.","Phoebe: Oh, this life! Oh okay no, Chandler's is worse. Phoebe: Oh down please.  I-I hate to be a ball buster can I just do it? Ross: Are you kidding?",joy,curiosity|wistfulness,curiosity|wistfulness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curiosity, wistfulness; used text-level fallback.",false
S0103,"Look, we have enough, just walk away.",Monica: What?  Why? Rachel: No. Ross: There's something new in the bowl.,fear,urgent|determined,urgent|determined,neutral,heuristic_llm_fallback,0.55,"Unresolved words: urgent, determined; used text-level fallback.",false
S0104,"No look, I-Im sure that people know you exist!",,sadness,uncertainty|hesitation,uncertainty|hesitation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: uncertainty, hesitation; used text-level fallback.",false
S0105,"Well, she graduated from high school!","Phoebe: ThatIts not the same thing! This is Joey: Okay, well my girl from the other night was special. She was a scientist too! Phoebe: She was?",anger,surprise|interest,surprise|interest,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0106,"So Ross, what your problem?","Phoebe: Dont worry about me, Im a robot! Im just a machine!! Janice: Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing. Ross: Of course, of course, Mr. Stevens.",anger,curious|concerned,curious|concerned,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, concerned; used text-level fallback.",false
S0107,Thats funny. Umm.  Its not funny.,Ross: Eh-whExcuse me? Joey: What? Paul: Why cant you get a girlfriend your own age?,fear,confusion|hesitation,confusion|hesitation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, hesitation; used text-level fallback.",false
S0108,"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?","Ross: Cause you know love lasts forever, y'know. Ross: Nothing like it in this lifetime, money in the bank, so Rachel and I broke up. Carol: Oh God, Ross I am so sorry.",neutral,concern|empathy,concern|empathy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: concern, empathy; used text-level fallback.",false
S0110,"So, eight days late huh?","Rachel: Okay. Phoebe Sr: Take it easy--if you want, theres cookies on the counter, or, or--sangria!  I can make sangria! Phoebe: Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",surprise,curious|concerned,curious|concerned,neutral,heuristic_llm_fallback,0.55,"Unresolved words: curious, concerned; used text-level fallback.",false
S0109,"I know you cant stand to be in the same room as me, so I just thought Id try and apologize over the phone.","Joey: Hello. Chandler: Hey, its me.",sadness,apologetic|resigned,apologetic|resigned,neutral,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, resigned; used text-level fallback.",false
S0112,Guys?,"Dr. Long: Okay, theres an herbal tea you can drink. Phoebe: Yeah, no, it was great. Ross: It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",anger,inquisitive|persuasive,inquisitive|persuasive,joy,heuristic_llm_fallback,0.55,"Unresolved words: inquisitive, persuasive; used text-level fallback.",false
S0111,"Oh, what? What was it?","Dr. Long: It still could last a little while longer. Phoebe Sr: Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us. Ross: The actress!",surprise,confusion|curiosity,confusion|curiosity,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, curiosity; used text-level fallback.",false
S0113,We didnt have sex.,"Eric: Uh, the sex. Phoebe: What sex? Eric: Our sex.",surprise,playful|amused,playful|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0114,Ew! Ew! Ew! Ew! Ew! Ew!,"Eric: Our sex. Phoebe: We didnt have sex. Eric: Well if I didnt have sex with you, I had sex with someone that looked an awful lot like",disgust,disgust|annoyance,disgust|annoyance,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0116,Because Im not going to spend one more day with someone whose out to sabotage my every move.,"Jill: All right, Im leaving!",anger,anger|determination,anger|determination,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0115,"Oh, come on!","Ross: When did I say you were boring?! Phoebe: Oh my God, I remember now! We were playing chess! Ross: Phoebe! You and I have",joy,annoyance|amusement,annoyance|amusement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0117,"No, I mean it. There are so few genuinely nice guys out there.","Ross: Oh, thank you. Mona: That is so sweet! Joey: Yeah.",anger,appreciation|sincerity,appreciation|sincerity,neutral,heuristic_llm_fallback,0.55,"Unresolved words: appreciation, sincerity; used text-level fallback.",false
S0118,"Listen uh, could you put Kathy on, I wanna apologize.","Joey: Yeah, it mustve fallen out a few blocks back. I just figured we hit a dog. Chandler: Okay.",sadness,apologetic|urgent,apologetic|urgent,neutral,heuristic_llm_fallback,0.55,"Unresolved words: apologetic, urgent; used text-level fallback.",false
S0120,Score! Where are the disposable cameras?,Ross: Why not? Its built into the price of the room. Chandler: Yeah but you dont needWhat is this? Ross: Thread!,joy,excited|curious,excited|curious,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0119,"Mon, look at yourself. You have cookie on your neck.","Monica: No, just, just, just a couple more boxes. Monica: It-it-its no big deal, all right, Im-Im cool. Monica: You gotta help me out with a couple more boxes!",disgust,amused|teasing,amused|teasing,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0122,Let me think. Let me thinkOh! I dont care.,"Ross: Yknow what? Youre just upset because youre losing. Chandler: Oh come on Ross, I think were all losers here. Joey: All right. Chandler, you can either spin the wheel or pick a Google card.",anger,indifferent|frustrated,indifferent|frustrated,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0121,Yknow what? You are right?!,"Ross: Is that so? Rachel: Oh my God!! Do it!! Honey, youve waited Rachel: Yeah.",surprise,surprise|realization,surprise|realization,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0123,"Aww, is it broken?",Rachel: I didn't know there were docks. Joey: Hey. Chandler: Hey.,sadness,concern|sympathy,concern|sympathy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: concern, sympathy; used text-level fallback.",false
S0124,Oh thats five Ross. Five women have had five babies! And I have had no babies! Why doesnt she want to come out?,,sadness,frustration|envy,frustration|envy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: frustration, envy; used text-level fallback.",false
S0125,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",,sadness,sympathy|hopefulness,sympathy|hopefulness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: sympathy, hopefulness; used text-level fallback.",false
S0126,"Oh, I cant watch this.","Chandler: Run! Run you crazy, rich freak! Joey: I, ah, I never said hate, I was very careful about that. Joey: Wow! This looks great!",fear,disgust|aversion,disgust|aversion,disgust,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0127,Intense and creepy.,Phoebe: They don't see all the good stuff and all the sweet stuff. Phoebe: They just think you're a little... Roger: What?,neutral,intense|creepy,intense|creepy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: intense, creepy; used text-level fallback.",false
S0128,You sure?,Mark: Right here! Rachel: Oh God. Im sorry about this. Mark: Thats okay.,joy,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0129,"We could, or we can have sex in it.","Chandler: Should we tell Rachel theres an empty private room right next door to hers? Ross: Hi!  Hi!  Hi. Has umm, anyone seen Chandler? Kate: Happy?! Is that what Im supposed to be Vic? Happy?",joy,flirtatious|playful,flirtatious|playful,joy,heuristic_llm_fallback,0.55,"Unresolved words: flirtatious, playful; used text-level fallback.",false
S0130,"Ross Geller, why do I know that name? Its uhWait!  Did you write this?","Ross: Im so proud of you. Ross: Im a professor here uh, RossGeller. Rachel: Me too!",surprise,surprise|curiosity,surprise|curiosity,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0131,"Good-good, dont tell him. Dont tell him. Just have him call me okay?",Joey: Yeah! Ask them if they brought their friends any souvenirs! Joey: I didnt tell him. I didnt know if you were telling people. This is back when I thought Kash was still people. Monica: Hello?  Eighth street deli?,fear,cautious|urgent,cautious|urgent,neutral,heuristic_llm_fallback,0.55,"Unresolved words: cautious, urgent; used text-level fallback.",false
S0132,Youre Erwins daughter?!,"Phoebe: Are you ah, Phoebe Abott? Phoebe Sr: Ahh, yes. Phoebe: Hi Phoebe Abott, Im your best friends daughter!",surprise,surprise|curiosity,surprise|curiosity,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0134,"If we broke up, and I lost you...","Ross: Look, I-I've been in love with you since, like, the ninth grade. Rachel: Ross, you're like my best friend. Ross: I know.",fear,fear|desperation,fear|desperation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: fear, desperation; used text-level fallback.",false
S0133,Maybe she can give me a pill or something.,"Rachel: Ah. Phoebe: Yeah. Rachel: I go see my doctor tomorrow, Ill ask her about this.",neutral,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0135,Thank God.,"Ross: Hello?  No she cant come to the phone right now.  Oh, right no problem. Okay, bye-bye. Phoebe: Was it my work? Were they mad? Was it Jack? Did he yell?! Ross: J-j-just relax, nobody yelled. Jack just was calling to make sure that",joy,relief|anxiety,relief|anxiety,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0136,"...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.",,anger,anger|mockery,anger|mockery,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0137,No it's not. It's small. It's tiny. It's petite. It's wee.,"Rachel: I mean, this is unbelievable. Phoebe: I know. This is really, really huge.",neutral,playful|exaggerated,playful|exaggerated,neutral,heuristic_llm_fallback,0.55,"Unresolved words: playful, exaggerated; used text-level fallback.",false
S0138,"OK, is there a mute button on this woman?","Rachel: I mean, this is unbelievable. Phoebe: I know. This is really, really huge. Chandler: No it's not. It's small. It's tiny. It's petite. It's wee.",disgust,frustration|exasperation,frustration|exasperation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: frustration, exasperation; used text-level fallback.",false
S0140,Mazel tov!,"Monica: I'm only 26, I'm not even thinking about babies yet. Chandler: Where have you been? Joey: Oh, just had a baby.",joy,surprise|amusement,surprise|amusement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0139,Look confident.,"Joey: I can tell her how I feel. Joey: Just uh, just stand up straight. Joey: Take a couple deep breaths.",fear,nervous|uncertain,nervous|uncertain,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0142,"Yeah, all of us! All day!","Joey: All right, well, we felt really bad about that so we decided we should all take a little trip together! Phoebe: Ohh, that's so nice! How great! Well, where? Where's the trip?! Monica: Well, we thought we would all go to a picnic , in Central Park!",joy,excited|enthusiastic,excited|enthusiastic,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0141,Somebody seems to be missing being the hostess.,"Rachel: Oh, great. Although I did sit down where there wasnt a chair. Monica: The players. Monica: By the way, Ross dropped by a box of your stuff.",neutral,nostalgic|reflective,nostalgic|reflective,fear,heuristic_llm_fallback,0.55,"Unresolved words: nostalgic, reflective; used text-level fallback.",false
S0143,"Wait until uh, wait until the first time your baby grabs your finger.","Ross: Yeah I know. Ross: On the other hand in um, in about seven months youre gonna have something that youre gonna love more than any guy youve ever gone out with. Ross: Just wait.",joy,anticipation|reflection,anticipation|reflection,surprise,heuristic_llm_fallback,0.55,"Unresolved words: anticipation, reflection; used text-level fallback.",false
S0144,"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?",Mrs. Geller: Hi Ross: Hi!  Hey mom.,joy,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0146,Lets get the show on it!,,joy,enthusiastic|energetic,enthusiastic|energetic,neutral,heuristic_llm_fallback,0.55,"Unresolved words: enthusiastic, energetic; used text-level fallback.",false
S0145,Thank youwere so excited,"Mr. Geller: Why would you serve food on such a sharp stick? Ross: Thats a good question, dad. Thats a good question an: Congratulations you two!",joy,gratitude|excitement,gratitude|excitement,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0148,"""Oh my God, I cant find a boyfriend!","Rachel: ""Im Monica, I dont get phone messages from interesting people. Ever!"" Phoebe: Hey! I call her! Monica: ""Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!""",anger,frustration|desperation,frustration|desperation,surprise,heuristic_llm_fallback,0.55,"Unresolved words: frustration, desperation; used text-level fallback.",false
S0147,Youre our age!,"Joey: Oh, and Mississ-Pete is? Pete: I got to go, so ah, Ill see you guys later. All: Okay.",surprise,surprise|curiosity,surprise|curiosity,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0149,"Yes it is! From now on, I have no first name.","Rachel: Okay. Monica: No, Phoebe, Ill tell you what, if you get ready now Ill let you play it at the wedding. Joey: Its not that bad.",anger,assertive|determined,assertive|determined,neutral,heuristic_llm_fallback,0.55,"Unresolved words: assertive, determined; used text-level fallback.",false
S0150,"Ok, look! Enough is enough!","Mike: Ok, so it's a tie again, 41 to 41.",anger,frustration|exhaustion,frustration|exhaustion,anger,heuristic_llm_fallback,0.55,"Unresolved words: frustration, exhaustion; used text-level fallback.",false
S0151,"Yeah, that'd be great. I'd love it.","Julie: Oy. Rachel: Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right. Julie: Thanks. Hey, listen, would you like to go to a movie sometime or something?",joy,grateful|happy,grateful|happy,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0152,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?","Chandler: Another cheesecake came! They delivered it to the wrong address again! Rachel: So just bring it back downstairs, whats the problem? Chandler: I cant seem to say goodbye.",surprise,frustration|exasperation,frustration|exasperation,anger,heuristic_llm_fallback,0.55,"Unresolved words: frustration, exasperation; used text-level fallback.",false
S0154,You ordered a stripper for the shower?! That is totally inappropriate!,"Phoebe: Oh, I told the stripper to be here at five. Thats good right?",anger,shock|disapproval,shock|disapproval,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0153,"No I know, because to be a grandmother you have to be married and have children and I dont have any of those things.","Chandler: No-no-no-no! That was the joke! Rachel: No, I know! I get it! Its funny! Chandler: No, because youre not a grandmother!",sadness,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0156,What?! Oh my...  Oh my God!! What happened?!,Ross: Yeah. Phoebe: Hey! Monica: I tried to reach you at work. Theres....been a fire.,surprise,shock|concern,shock|concern,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0155,"No, I dont think well be doing that.",,disgust,doubtful|resigned,doubtful|resigned,neutral,heuristic_llm_fallback,0.55,"Unresolved words: doubtful, resigned; used text-level fallback.",false
S0158,"Okay, okay, but Rachels gonna be here too, cant I just ask her this stuff?","Monica: Where are we gonna find a tiny little hat? Monica: Okay, if you need the vacuum, its in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator Rachel: Bye.",neutral,hesitant|curious,hesitant|curious,neutral,heuristic_llm_fallback,0.55,"Unresolved words: hesitant, curious; used text-level fallback.",false
S0157,The Mr. Bowmonts here!!!,Monica: Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world! Chandler: Eh Monica: Okay well thats good to know.,joy,surprise|excitement,surprise|excitement,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0159,How do you know?,The Fireman: We found your fire alarm in the trash chute. Phoebe: Thats not mine. The Fireman: Yes it is.,fear,confusion|defensiveness,confusion|defensiveness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, defensiveness; used text-level fallback.",false
S0160,"The next time you want to dump a fire alarm in a trash chute, dont wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",Phoebe: Thats not mine. The Fireman: Yes it is. Phoebe: How do you know?,disgust,assertive|amused,assertive|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0162,Yeah. What-what should I do?,"Susan: Yeah? Well, there's a lot of things Carol never did before I came along. Chandler: Uhh, 9. Monica: Well Ross, you be careful now. You dont want to get a reputation as yknow Professor McNailshisstudents.",fear,confusion|uncertainty,confusion|uncertainty,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, uncertainty; used text-level fallback.",false
S0161,Hi.,Rachel: Remember when we went to Central Park and rented boats?.. That was fun. Ross: Yeah. He could row like a viking.,neutral,greeting|smiling,greeting|smiling,neutral,heuristic_llm_fallback,0.55,"Unresolved words: greeting, smiling; used text-level fallback.",false
S0164,Wo-women? You mean like old women?,Tag: Oh yeah! We went to the Knicks game. Rachel: Ohh thats nice. Tag: Then we went to this bar and he hooked us up with all these women!,disgust,confusion|disapproval,confusion|disapproval,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, disapproval; used text-level fallback.",false
S0163,"Come on man, you-you got to give me a second chance!","Joey: Umm, all right Wayne, level with me. Joey: I-I keep hearing all these rumors that I might get fired. Joey: Okay, they even have actors coming in to read for my part!",sadness,desperation|appeal,desperation|appeal,surprise,heuristic_llm_fallback,0.55,"Unresolved words: desperation, appeal; used text-level fallback.",false
S0166,"I cant, youre a totally different person to me now.","Ross: Without, without these arms, and your face, and this heart. Ross: Your good heart Rach,  and, and.... Rachel: No.",sadness,sadness|resignation,sadness|resignation,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0165,"Your good heart Rach,  and, and....","Ross: Look, look, theres got to be a way we can work past this. Ross: Okay,  I cant imagine, I cant imagine my life without you. Ross: Without, without these arms, and your face, and this heart.",sadness,affection|intimacy,affection|intimacy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: affection, intimacy; used text-level fallback.",false
S0168,She-she thinks that youre just using me.,"Ross: Good-bye. Ross: Whoa! Ross: Uh, that was your sister actually.",neutral,confusion|defensiveness,confusion|defensiveness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, defensiveness; used text-level fallback.",false
S0167,There will come a time in each of your careers when youll have a chance to screw over another soap opera actor.,,neutral,confident|contemplative,confident|contemplative,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confident, contemplative; used text-level fallback.",false
S0170,Im sorry.,"Ross: All right, Im-Im not English. Ross: Im from Long Island. Ross: I was really nervous and the accent just uh, just came out.",sadness,apologetic|nervous,apologetic|nervous,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0169,What?!,"Phoebe: Im sorry. Phoebe Sr: What are you doing here?! Phoebe: I-I, came to fill your ice cube trays.",surprise,shock|confusion,shock|confusion,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0172,"Hey, if Little Joey's dead, then I got no reason to live!",Monica: ..Excuse me? Judge: Now it also says here that you lied about your sexual preference before marriage? Dina: And youre my big brother!,sadness,despair|grief,despair|grief,neutral,heuristic_llm_fallback,0.55,"Unresolved words: despair, grief; used text-level fallback.",false
S0171,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""","Chandler: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever. Judge: And based on the fact that Mr. Geller is intravenous drug user. Dina: But I really think I can do it, Im just gonna need some help.",disgust,sarcastic|amused,sarcastic|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0173,"Seriously, our sex life I was thinking, maybe I dont know, we could try some-some new things.",Ross: Yay! Ben: Yay! Ross: Yay!,neutral,tentative|curious,tentative|curious,neutral,heuristic_llm_fallback,0.55,"Unresolved words: tentative, curious; used text-level fallback.",false
S0174,Nah!,"Carol: Like what? Ross: Well I dont know umm,  what if we were too tie each other up? Ross: Umm, some people eat stuff off one another.",disgust,dismissive|playful,dismissive|playful,neutral,heuristic_llm_fallback,0.55,"Unresolved words: dismissive, playful; used text-level fallback.",false
S0175,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",,anger,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0176,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!","Rachel: You're sister? You're sister's asleep on the couch?  Ohhh! I saw Danny: Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel. Rachel: Hi!",surprise,surprise|apologetic,surprise|apologetic,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0177,What do you mean?,"Janine: Hey! Youre a good dancer! Joey: Really? Janine: Yeah, well youd be better if you just loosened your hips a little.",neutral,confusion|curiosity,confusion|curiosity,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confusion, curiosity; used text-level fallback.",false
S0178,"I dont see it.  You are dancing with the tall guy over there. Tall guy, raise your hand!","Joey: Uh-huh. Director: Okay, youre dancing with that girl over there. Joey: No-no-no-no-no we came together!",neutral,assertive|directive,assertive|directive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: assertive, directive; used text-level fallback.",false
S0179,"Then I look down, and I realize there's a phone... there.","Chandler: Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked. All: Oh, yeah. Had that dream.",surprise,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0180,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Ross: Sweetie thats it. Joey: Yeah, I guess it is. Rachel: Thats it? Well I saw that! Ohh-ohh-oh, thank you.",sadness,sadness|urgency,sadness|urgency,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0181,Yes.  Youre not asking are you?,"Monica: What if I asked? Rachel: Oh, Mon, sure. Monica: Really?",surprise,skepticism|caution,skepticism|caution,neutral,heuristic_llm_fallback,0.55,"Unresolved words: skepticism, caution; used text-level fallback.",false
S0182,"Og-ee-op, Im not asking for me, Im I mean No, Im-Im not gay, Im not asking you out.","Phoebe: See, I-I think that one that Elton John wrote for, um, that guy on Chandler: We were playing Gin? Y'know if we were a couple, we could play this game naked. Chandler: Are you seeing anybody right now?",fear,defensive|embarrassed,defensive|embarrassed,neutral,heuristic_llm_fallback,0.55,"Unresolved words: defensive, embarrassed; used text-level fallback.",false
S0184,Say it!,"Rachel: Oh, of course! Phoebe: Chuck Woolery? Rachel: Definitely! Phoebe, you will not find a single game show host, whos ass I cannot kick.",joy,assertive|intense,assertive|intense,neutral,heuristic_llm_fallback,0.55,"Unresolved words: assertive, intense; used text-level fallback.",false
S0183,Oh fine.,"Monica: You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?",neutral,resigned|reluctant,resigned|reluctant,neutral,heuristic_llm_fallback,0.55,"Unresolved words: resigned, reluctant; used text-level fallback.",false
S0186,My foot is stuck in the pocket.,"Ross: Wait, wait, wait, wait, wait. Phoebe: Okay, its okay. Ross: Wait, wait, wait.",sadness,frustration|confusion,frustration|confusion,surprise,heuristic_llm_fallback,0.55,"Unresolved words: frustration, confusion; used text-level fallback.",false
S0185,"Because youre still seeing him and uh, hes a good guy.","Joey: No-no, stay right there.  Gettin closer. Chandler: Right! Monica: What are you doing?",sadness,amused|smiling,amused|smiling,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0187,"Oh, stop beating yourself up!",Chandler: I cant believe I did this! What an idiot!,sadness,supportive|reassuring,supportive|reassuring,neutral,heuristic_llm_fallback,0.55,"Unresolved words: supportive, reassuring; used text-level fallback.",false
S0188,You two will have very hairy children.,"Ross: Okay, look, I-I know what you guys are going to say",disgust,sarcastic|mocking,sarcastic|mocking,neutral,heuristic_llm_fallback,0.55,"Unresolved words: sarcastic, mocking; used text-level fallback.",false
S0189,"Oh, it's so romantic to send people off on their honeymoon.",,joy,nostalgic|affectionate,nostalgic|affectionate,neutral,heuristic_llm_fallback,0.55,"Unresolved words: nostalgic, affectionate; used text-level fallback.",false
S0190,You don't think they'll judge and ridicule me?,"Julie: Oh, thanks, sweetie. Ross: No problem. I cannot wait for you to meet my friends. Julie: Really?",fear,anxiety|uncertainty,anxiety|uncertainty,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0191,"Look, not that I enjoy talking about people who I went to high school with, cause I do, but umm, maybe we could talk about something else?","Monica: Hey! Chip: ...and then Zana, just let one rip!! Stevens: Oh, excuse me. I forgot my briefcase y'know, by accident.",disgust,hesitant|polite,hesitant|polite,neutral,heuristic_llm_fallback,0.55,"Unresolved words: hesitant, polite; used text-level fallback.",false
S0192,"Ye-ye-yeah, yes I do!","Phoebe: Ohh, Monica, I am so excited for you. Chandler: No. No, not at all, thats-thats ridiculous. Doug: Everybody else got one, and you want one too. Dont you?",sadness,mocking|amused,mocking|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0194,"Oh, well, thanks, but, I'm okay, really.","Rachel: Nooo! Rachel: Hello? Rachel: Oh, yeah, no, I know, I-I haven't been using it much.",joy,relieved|guarded,relieved|guarded,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0193,"Now get on out of here, you!","Chandler: No. No, not at all, thats-thats ridiculous. Doug: Everybody else got one, and you want one too. Dont you? Chandler: Ye-ye-yeah, yes I do!",joy,aggressive|assertive,aggressive|assertive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: aggressive, assertive; used text-level fallback.",false
S0195,Yes! Great! Give me those cigs! Give it! Give it!,"Rachel: We can get--what are those--those patches! Rachel: We could be like the Patch Sisters! Kim: Oh y'know, we really should quit. Okay, let's quit!",joy,,,neutral,default_neutral,0.4,No mappable emotion words found.,false
S0196,"I mean, what the hell is that thing?","Chandler: Like Joey's constant knuckle-cracking isn't annoying? Chandler: And Ross, with his over-pronouncing every single word? Chandler: And Monica, with that snort when she laughs?",disgust,confusion|annoyance,confusion|annoyance,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
