source_experiment,mapping_strategy,sample_id,dialogue_id,utterance_id,speaker,utterance,context,gold_label,input_condition,free_emotions,free_emotions_norm,mapped_label,mapping_covered,mapping_confidence,mapping_reason,is_correct
perturbation,hybrid,S0018,6,0,Phoebe,"Oh, it's so romantic to send people off on their honeymoon.",,joy,text + context + image,nostalgic|affectionate,nostalgic|affectionate,sadness,true,0.75,Dictionary tie; used first generated mapped emotion.,false
perturbation,dictionary,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text + context + image,sadness|urgency,sadness|urgency,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
perturbation,llm,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text + context + image,sadness|urgency,sadness|urgency,sadness,true,0.9,"The fine-grained emotion 'sadness' is the dominant label, as Joey expresses a strong sense of sadness while saying goodbye. The urgency is secondary and does not override the primary emotion.",true
perturbation,hybrid,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text + context + image,sadness|urgency,sadness|urgency,sadness,true,0.9,"The fine-grained emotion 'sadness' is the dominant label, as Joey expresses a strong sense of sadness while saying goodbye. The urgency is secondary and does not override the primary emotion.",true
perturbation,dictionary,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text-only,sadness|urgency,sadness|urgency,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
perturbation,llm,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text-only,sadness|urgency,sadness|urgency,sadness,true,0.9,"The fine-grained emotion 'sadness' is the primary label, as Joey expresses a strong sense of sadness while saying goodbye. The urgency is secondary and does not override the dominant emotion.",true
perturbation,hybrid,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text-only,sadness|urgency,sadness|urgency,sadness,true,0.9,"The fine-grained emotion 'sadness' is the primary label, as Joey expresses a strong sense of sadness while saying goodbye. The urgency is secondary and does not override the dominant emotion.",true
perturbation,dictionary,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text-only,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text-only,curious|inquisitive,curious|inquisitive,surprise,true,0.9,"The fine-grained emotion 'curious|inquisitive' aligns closely with the coarse label 'surprise', as it reflects an unexpected or novel inquiry.",false
perturbation,hybrid,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text-only,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text-only,curious|formal,curious|formal,surprise,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text-only,curious|formal,curious|formal,surprise,true,0.8,"The fine-grained emotion 'curious' aligns closely with the coarse label 'surprise,' as curiosity often involves anticipation or a sense of unexpectedness. The formality of the utterance does not significantly alter this mapping.",false
perturbation,hybrid,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text-only,curious|formal,curious|formal,surprise,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context,curious|formal,curious|formal,surprise,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context,curious|formal,curious|formal,surprise,true,0.8,"The fine-grained emotion 'curious' aligns closely with the coarse label 'surprise,' as curiosity often involves anticipation or a sense of unexpectedness. The formality of the utterance does not significantly alter this mapping.",false
perturbation,hybrid,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context,curious|formal,curious|formal,surprise,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context + image,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context + image,curious|inquisitive,curious|inquisitive,surprise,true,0.9,"The fine-grained emotion 'curious|inquisitive' aligns closely with the coarse label 'surprise', as it reflects an unexpected or novel inquiry.",false
perturbation,hybrid,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context + image,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context,curious|inquisitive,curious|inquisitive,surprise,true,0.9,"The fine-grained emotion 'curious|inquisitive' aligns closely with the coarse label 'surprise', as it reflects an unexpected or novel inquiry.",false
perturbation,hybrid,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context + image,curious|polite,curious|polite,surprise,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context + image,curious|polite,curious|polite,surprise,true,0.8,"The fine-grained emotion 'curious' aligns closely with the coarse label 'surprise', as curiosity often involves an element of unexpectedness or anticipation.",false
perturbation,hybrid,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context + image,curious|polite,curious|polite,surprise,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context,frustration|anger,frustration|anger,anger,true,0.75,Dictionary majority vote.,true
perturbation,llm,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context,frustration|anger,frustration|anger,anger,true,0.9,"The fine-grained emotion 'frustration|anger' aligns closely with the coarse label 'anger', as Joey expresses clear irritation and anger toward the person who controls the robot.",true
perturbation,hybrid,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context,frustration|anger,frustration|anger,anger,true,0.75,Dictionary majority vote.,true
perturbation,dictionary,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text-only,disappointment|sadness,disappointment|sadness,sadness,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text-only,disappointment|sadness,disappointment|sadness,sadness,true,0.9,The fine-grained emotion 'disappointment|sadness' aligns closely with the coarse label 'sadness'. The context of Joey expressing that someone doesn't like him suggests a feeling of sadness or disappointment.,false
perturbation,hybrid,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text-only,disappointment|sadness,disappointment|sadness,sadness,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context,disappointment|frustration,disappointment|frustration,sadness,true,0.75,Dictionary tie; used first generated mapped emotion.,false
perturbation,llm,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context,disappointment|frustration,disappointment|frustration,sadness,true,0.9,"The fine-grained emotions 'disappointment' and 'frustration' align closely with the coarse label 'sadness,' as they reflect a negative emotional response to an interpersonal situation.",false
perturbation,hybrid,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context,disappointment|frustration,disappointment|frustration,sadness,true,0.75,Dictionary tie; used first generated mapped emotion.,false
perturbation,dictionary,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context + image,frustration|annoyance,frustration|annoyance,anger,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,llm,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context + image,frustration|annoyance,frustration|annoyance,anger,true,0.9,"The fine-grained emotions 'frustration' and 'annoyance' align closely with the coarse label 'anger', as they both reflect irritation and displeasure in response to an event.",true
perturbation,hybrid,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context + image,frustration|annoyance,frustration|annoyance,anger,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,dictionary,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text-only,frustration|annoyance,frustration|annoyance,anger,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,llm,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text-only,frustration|annoyance,frustration|annoyance,anger,true,0.9,"The fine-grained emotions 'frustration' and 'annoyance' align closely with the coarse label 'anger', as they both reflect irritation or displeasure in response to an event.",true
perturbation,hybrid,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text-only,frustration|annoyance,frustration|annoyance,anger,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,dictionary,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context + image,disappointment|frustration,disappointment|frustration,sadness,true,0.75,Dictionary tie; used first generated mapped emotion.,false
perturbation,llm,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context + image,disappointment|frustration,disappointment|frustration,sadness,true,0.9,"The fine-grained emotions 'disappointment' and 'frustration' align closely with the coarse label 'sadness,' as they reflect a negative emotional response to an interpersonal situation.",false
perturbation,hybrid,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context + image,disappointment|frustration,disappointment|frustration,sadness,true,0.75,Dictionary tie; used first generated mapped emotion.,false
perturbation,dictionary,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
perturbation,llm,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context,anger|frustration,anger|frustration,anger,true,0.9,"The fine-grained emotions 'anger' and 'frustration' both map directly to the coarse label 'anger'. The tone of the utterance, including the exclamation 'Oh good God!' and the suggestion to 'steal it,' strongly indicates anger.",true
perturbation,hybrid,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
perturbation,dictionary,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context,confusion|surprise,confusion|surprise,surprise,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,llm,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context,confusion|surprise,confusion|surprise,surprise,true,0.9,"The fine-grained emotion 'confusion' is closely related to 'surprise' in this context, as Monica's utterance reflects a mix of surprise and confusion about Chandler's behavior.",true
perturbation,hybrid,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context,confusion|surprise,confusion|surprise,surprise,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,dictionary,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text-only,confusion|surprise,confusion|surprise,surprise,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,llm,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text-only,confusion|surprise,confusion|surprise,surprise,true,0.9,"The fine-grained emotion 'confusion' is closely related to 'surprise' in this context, as Monica's utterance reflects a mix of surprise and confusion about Chandler's behavior.",true
perturbation,hybrid,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text-only,confusion|surprise,confusion|surprise,surprise,true,0.8500000000000001,Dictionary majority vote.,true
perturbation,dictionary,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context + image,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
perturbation,llm,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context + image,anger|frustration,anger|frustration,anger,true,0.9,"The fine-grained emotions 'anger' and 'frustration' both map directly to the coarse label 'anger'. The tone of the utterance, including the exclamation 'Oh good God!' and the suggestion to 'steal a baby,' strongly indicates anger.",true
perturbation,hybrid,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context + image,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
perturbation,dictionary,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text-only,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
perturbation,llm,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text-only,anger|frustration,anger|frustration,anger,true,0.9,"The fine-grained emotions 'anger' and 'frustration' both map directly to the coarse label 'anger'. The tone of the utterance, including the exclamation 'Oh good God!' and the suggestion to 'steal it,' strongly indicates anger.",true
perturbation,hybrid,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text-only,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
perturbation,dictionary,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context + image,confusion|amusement,confusion|amusement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,llm,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context + image,confusion|amusement,confusion|amusement,surprise,true,0.9,"The fine-grained emotion 'confusion' aligns closely with the coarse label 'surprise', as confusion often involves an element of unexpectedness or astonishment.",true
perturbation,hybrid,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context + image,confusion|amusement,confusion|amusement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,dictionary,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,llm,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context,surprise|excitement,surprise|excitement,surprise,true,0.9,The fine-grained emotion 'surprise' aligns directly with the MELD coarse label 'surprise'. The exclamation 'Ken Adams!!' and the repetition of 'Some guy!!' indicate a strong element of surprise.,true
perturbation,hybrid,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,dictionary,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text-only,preoccupation|obsession,preoccupation|obsession,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
perturbation,llm,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text-only,preoccupation|obsession,preoccupation|obsession,sadness,true,0.8,"The fine-grained emotion 'preoccupation|obsession' suggests a deep, possibly distressing focus on something, which aligns closely with the coarse label 'sadness'. The context of Ross's statement implies an emotional weight that is more aligned with sadness than other labels.",false
perturbation,hybrid,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text-only,preoccupation|obsession,preoccupation|obsession,sadness,true,0.8,"The fine-grained emotion 'preoccupation|obsession' suggests a deep, possibly distressing focus on something, which aligns closely with the coarse label 'sadness'. The context of Ross's statement implies an emotional weight that is more aligned with sadness than other labels.",false
perturbation,dictionary,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context + image,preoccupation|self-consciousness,preoccupation|self-consciousness,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
perturbation,llm,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context + image,preoccupation|self-consciousness,preoccupation|self-consciousness,sadness,true,0.8,"The fine-grained emotion 'preoccupation' combined with 'self-consciousness' suggests a state of concern or worry, which aligns closely with the coarse label 'sadness'.",false
perturbation,hybrid,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context + image,preoccupation|self-consciousness,preoccupation|self-consciousness,sadness,true,0.8,"The fine-grained emotion 'preoccupation' combined with 'self-consciousness' suggests a state of concern or worry, which aligns closely with the coarse label 'sadness'.",false
perturbation,dictionary,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context + image,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,llm,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context + image,surprise|excitement,surprise|excitement,surprise,true,0.9,The fine-grained emotion 'surprise' aligns directly with the MELD coarse label 'surprise'. The exclamation 'Ken Adams!!' and the repetition of 'Some guy!!' indicate a strong element of surprise.,true
perturbation,hybrid,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context + image,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,dictionary,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text-only,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,llm,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text-only,surprise|excitement,surprise|excitement,surprise,true,0.9,The fine-grained emotion 'surprise' aligns directly with the MELD coarse label 'surprise'. The exclamation 'Ken Adams!!' and the repetition of 'Some guy!!' indicate a strong element of surprise.,true
perturbation,hybrid,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text-only,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,dictionary,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context,preoccupation|worry,preoccupation|worry,fear,true,0.75,Dictionary majority vote.,false
perturbation,llm,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context,preoccupation|worry,preoccupation|worry,sadness,true,0.8,"The fine-grained emotion 'worry' aligns closely with the coarse label 'sadness,' as it reflects a state of concern or emotional distress, which is often associated with sadness in conversational contexts.",false
perturbation,hybrid,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context,preoccupation|worry,preoccupation|worry,fear,true,0.75,Dictionary majority vote.,false
perturbation,dictionary,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context,uncertain|casual,uncertain|casual,fear,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,llm,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context,uncertain|casual,uncertain|casual,neutral,true,0.9,"The fine-grained emotion 'uncertain|casual' aligns closely with the neutral label, as there is no clear indication of strong emotion in Rachel's utterance.",false
perturbation,hybrid,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context,uncertain|casual,uncertain|casual,fear,true,0.75,Dictionary tie; used first generated mapped emotion.,true
perturbation,dictionary,S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,text-only,hesitant|uncertain,hesitant|uncertain,fear,true,0.8500000000000001,Dictionary majority vote.,false
perturbation,llm,S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,text-only,hesitant|uncertain,hesitant|uncertain,neutral,true,0.9,"The fine-grained emotion 'hesitant|uncertain' aligns closely with the neutral label, as it reflects a lack of strong emotional expression or uncertainty rather than a clear emotion like sadness, joy, or anger.",true
perturbation,hybrid,S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,text-only,hesitant|uncertain,hesitant|uncertain,fear,true,0.8500000000000001,Dictionary majority vote.,false
perturbation,dictionary,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context + image,confused|uncertain,confused|uncertain,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,false
perturbation,llm,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context + image,confused|uncertain,confused|uncertain,neutral,true,0.9,"The fine-grained emotion 'confused|uncertain' aligns closely with the neutral label, as it reflects a lack of strong emotional expression or clarity.",false
