sample_id,utterance,context,gold_label,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_demo
S0099,Oh my God!  Go away!  Stop looking in here!,"Chandler: I want her to think I might be in a restaurant.. y'know? Chandler: I might have some kind of life, like I haven't been sitting around here honing for the past few hours. Monica: Look look! He's doing it again, the guy with the telescope!",anger,annoyance|frustration,annoyance|frustration,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0100,"Uh, well... Joey and I broke up.","Ross: Get Out! Charlie: Ross, can I talk to you for a minute? Ross: Yes, please!  So, what's going on?",sadness,sadness|hesitation,sadness|hesitation,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0102,"Yes, exactly!","Rachel: Okay! So, well just stay married.",joy,agreement|affirmation,agreement|affirmation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: agreement, affirmation; used text-level fallback.",false
S0101,Or we could throw you both in,"Paleontologist: Ok Geller. Last day of the conference, you know what happens to the keynote speaker. Ross: Oh, professor Clerk we're kind of in the middle of a conversation, here. Charlie: Yeah, can you guys just throw him in the pool later?",joy,threatening|intimidating,threatening|intimidating,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0103,Really?,"Ross: Wow! This is so amazing. I uh, I really thought Id have to talk you into this more. Rachel: What-wh-what so well just stay married forever?! Ross: Okay, look, how is this gonna affect you?",anger,surprise|uncertainty,surprise|uncertainty,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0104,No!,"Joey: It can’t be me, I’m standing right here. Mr. Geller: Wanna peek?",disgust,shock|denial,shock|denial,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0105,Yknow how people just click?,Joanna: Chandler is fantastic!! Rachel: What?!,joy,curious|inquisitive,curious|inquisitive,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0106,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna: Chandler is fantastic!! Rachel: What?! Joanna: Yknow how people just click?,joy,surprise|joy,surprise|joy,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0107,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!","Monica: Rach? What are you doing? Rachel: Oh boy, I just can't watch. It's too scary! Monica: It's a diaper commercial.",fear,annoyed|exasperated,annoyed|exasperated,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0108,Yeah huh!! Cover yourself up!,"Joey: You said, you wanna come in for some lemonade? Monica: So?! Joey: Whoa, ah!! Were you just gonna give me some lemonade?",disgust,shock|disapproval,shock|disapproval,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0110,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel: Oh...  Oh my God. He remembered. Phoebe: Remembered what? Rachel: It was like months ago.,sadness,nostalgia|surprise,nostalgia|surprise,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0109,"Oh, right, OK. Ole.","Duncan: I missed you.  I'm gonna get changed. Phoebe: OK. Duncan: Um, now. Phoebs.",neutral,acknowledgment|indifference,acknowledgment|indifference,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0111,F-hah.... flennin....,"Monica: I can't believe he did this. Chandler: Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck? Rachel: What did you just say?",fear,amused|mocking,amused|mocking,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0112,I really like waking up with you.,,joy,affection|happiness,affection|happiness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: affection, happiness; used text-level fallback.",false
S0114,Isabella Rosselini.,"Rachel: You freak. Ross: Thank you. Isabella: Um, coffee to go, please.",neutral,neutral|casual,neutral|casual,neutral,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0113,Okay.,"Chandler: Oh yeah, that looks good. Phoebe: You guys make a Joey: Yeah, we look great together.",neutral,indifferent|neutral,indifferent|neutral,neutral,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0116,"Yay!! Oh so, youre not, youre not mad at us anymore?","Rachel: How did it go with Erin? Joey: Oh, unbelievable! We had the best time!",joy,relief|joy,relief|joy,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0115,"Oh-oh, you lie.","Ross: Damn! I cant believe I took her off my list. Monica: Why? Cause otherwise youd go for it? Ross: Yeah, maybe.",disgust,skepticism|accusation,skepticism|accusation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: skepticism, accusation; used text-level fallback.",false
S0117,No! He blew us off!,"Ross: Hey! So uh, was he excited about the tickets?",anger,frustration|disappointment,frustration|disappointment,anger,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0118,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.","Elizabeth: Doorknob? Ross: Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation. Elizabeth: Oh good.",fear,cautious|affectionate,cautious|affectionate,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0119,"So, Im sorry I just dont think we should go away together yet.","Ross: Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation. Elizabeth: Oh good. Ross: Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",sadness,apologetic|hesitant,apologetic|hesitant,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0120,"I got it! Hey, you get to sleep with her, I get the cramps.","Carol: Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp. Ross: I got it. Susan: I got it.",anger,playful|teasing,playful|teasing,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0122,"And it came out, ""Squatternut buash?""","Joey: Hey, I wasn't the only one who looked like an idiot. Joey: All right? Joey: Remember when Ross tried to say, ""Butternut squash?""",joy,amused|playful,amused|playful,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0121,You dont know how that happened?! Your dog thought my diaphragm was a chew toy!,"Mr. Geller: I remember when we first got engaged. Chandler: Oh, I dont think I ever heard that story. Mr. Geller: Well, Id gotten Judy pregnant. I still dont know how that happened.",disgust,surprise|frustration,surprise|frustration,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0123,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""","Tom: I'm sorry? Rachel: No, it's all right, you can just drop the act Tommy. Tom: I'm gonna go talk to uh, a friend.",disgust,skepticism|disapproval,skepticism|disapproval,neutral,heuristic_llm_fallback,0.55,"Unresolved words: skepticism, disapproval; used text-level fallback.",false
S0124,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.","Phoebe: No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",sadness,apologetic|hopeful,apologetic|hopeful,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0125,Stop making candy!,The Woman: Thank you. Monica: Its unbelievable! I-I cant believe that sign didnt work! Chandler: Yknow what would work?,anger,annoyance|exasperation,annoyance|exasperation,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0126,What? We could do it!,"Rachel: Uh, wait, so you guys are telling me you actually did the routine from eighth grade? Monica: Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me! Rachel: Cos I was gonna say theres no way you couldve done the end the way you guys did it back then!",surprise,surprise|excitement,surprise|excitement,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0127,"Why would you ruin it, who was that hurtin'?","Phoebe: Ok, that'll be great! Joey: Oh, ain't that nice? The three of you trying on slutty lingerie together. Rachel: That's not what we're gonna do!",disgust,confusion|disapproval,confusion|disapproval,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0128,"Well I, I don't know. Why?","Dr. Baldhara: Does he, uh, fight with other animals? Ross: No-no, he's, he's very docile. Dr. Baldhara: Even if he were... cornered?",neutral,confusion|uncertainty,confusion|uncertainty,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0130,I cant watch!,"Joey: All right, I know! I know. Yeah, itll be okay. Rachel: Oh my God.Whats he gonna do now?",fear,distressed|anxious,distressed|anxious,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0129,"Because with seahorses its the male, they carry the babies.","Rachel: You. Like you havent done enough. Ross: Look, I-I know how miserable you are, I wish there was something I can do. Ross: I mean I wish I were a seahorse.",neutral,reflective|explanatory,reflective|explanatory,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0131,"Seriously, how can you watch this?",Rachel: Oh my God.Whats he gonna do now? Rachel: I cant watch! Rachel: Oh.,sadness,shock|disgust,shock|disgust,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0132,"Yeah, she clamed she had to go out of town suddenly.","Joey: Whats the matter, Pheebs? Phoebe: She cancelled! My namesake cancelled on me! Joey: What?!",sadness,disappointment|frustration,disappointment|frustration,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0134,"Come here to me. No-no, you come here to me.",,neutral,urgent|demanding,urgent|demanding,neutral,heuristic_llm_fallback,0.55,"Unresolved words: urgent, demanding; used text-level fallback.",false
S0133,"Really?  My God, hes really cute.",Phoebe: Oh my God! That guy at the counter is totally checking you out!,surprise,surprise|admiration,surprise|admiration,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0136,No!,"Phoebe: How could you pick up a hitchhiker?! He could be a rape, a rapist or a killer or something! Joey: Dont you think I asked him that before he got in?! Phoebe: Yknow what? Im not talking to you! You go back to sleep!  And you, are you a rapist?!",anger,defensive|alarmed,defensive|alarmed,anger,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0135,"How could you pick up a hitchhiker?! He could be a rape, a rapist or a killer or something!",,fear,shock|alarm,shock|alarm,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0137,How rude.,"Chandler: Oh all right. Ross: Oh perfect, we were just gonna see if you wanted to go. Chandler: Oh well, we dont because we gottheother pl-place.",disgust,disappointment|annoyance,disappointment|annoyance,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0138,"Oh no, no-no-no-no! I don't want to know!","Rachel: Okay. Okay. Okay. Joey, I have Joey: What-what is it, what is it? Rachel: Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.",fear,fear|resistance,fear|resistance,surprise,heuristic_llm_fallback,0.55,"Unresolved words: fear, resistance; used text-level fallback.",false
S0140,"I know, butcome on, man, she's needy, she's vulnerable.","Joey: The only reason she's goin' out with me is because I said I could bring a friend for her friend. Chandler: Yes, I know, but her friend sounds like such a... Joey: Pathetic mess?",neutral,frustrated|defensive,frustrated|defensive,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0139,And you're not supposed to be gossiping!!,"Rachel: Yes! Yes! Yes, you do want to know! This is unbelievable! Joey: I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone! Rachel: What? What secrets? You know secrets? What are they?",disgust,anger|frustration,anger|frustration,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0142,"Well, she graduated from high school!","Phoebe: ThatIts not the same thing! This is Joey: Okay, well my girl from the other night was special. She was a scientist too! Phoebe: She was?",anger,surprise|interest,surprise|interest,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0141,"No look, I-Im sure that people know you exist!",,sadness,uncertainty|hesitation,uncertainty|hesitation,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0143,"So Ross, what your problem?","Ross: It-its great to meet you Paul. Paul: I usually prefer Elizabeths boyfriends to address me as Mr. Stevens. Ross: Of course, of course, Mr. Stevens.",anger,curious|inquisitive,curious|inquisitive,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0144,Thats funny. Umm.  Its not funny.,"Paul: So Ross, what your problem? Ross: Eh-whExcuse me? Paul: Why cant you get a girlfriend your own age?",fear,confusion|hesitation,confusion|hesitation,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0146,"I know you cant stand to be in the same room as me, so I just thought Id try and apologize over the phone.","Joey: Hello. Chandler: Hey, its me.",sadness,apologetic|resigned,apologetic|resigned,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0145,"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?","Ross: Cause you know love lasts forever, y'know. Ross: Nothing like it in this lifetime, money in the bank, so Rachel and I broke up. Carol: Oh God, Ross I am so sorry.",neutral,concerned|empathetic,concerned|empathetic,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0148,We didnt have sex.,"Eric: Uh, the sex. Phoebe: What sex? Eric: Our sex.",surprise,playful|amused,playful|amused,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0147,Guys?,"Ross: You have to tell her! Ross: You have to tell her! Ross: It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",anger,urgent|persuasive,urgent|persuasive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: urgent, persuasive; used text-level fallback.",false
S0149,Ew! Ew! Ew! Ew! Ew! Ew!,"Eric: Our sex. Phoebe: We didnt have sex. Eric: Well if I didnt have sex with you, I had sex with someone that looked an awful lot like",disgust,disgust|annoyance,disgust|annoyance,disgust,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0150,"Oh, come on!","Ross: When did I say you were boring?! Phoebe: Oh my God, I remember now! We were playing chess! Ross: Phoebe! You and I have",joy,annoyance|amusement,annoyance|amusement,anger,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0152,"No, I mean it. There are so few genuinely nice guys out there.","Ross: Oh, thank you. Mona: That is so sweet! Joey: Yeah.",anger,appreciation|wistfulness,appreciation|wistfulness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: appreciation, wistfulness; used text-level fallback.",false
S0151,Because Im not going to spend one more day with someone whose out to sabotage my every move.,"Jill: All right, Im leaving!",anger,anger|determination,anger|determination,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0154,"Mon, look at yourself. You have cookie on your neck.","Monica: No, just, just, just a couple more boxes. Monica: It-it-its no big deal, all right, Im-Im cool. Monica: You gotta help me out with a couple more boxes!",disgust,amused|critical,amused|critical,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0153,"Listen uh, could you put Kathy on, I wanna apologize.","Joey: Yeah, it mustve fallen out a few blocks back. I just figured we hit a dog. Chandler: Okay.",sadness,apologetic|urgent,apologetic|urgent,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0156,Let me think. Let me thinkOh! I dont care.,"Ross: Yknow what? Youre just upset because youre losing. Chandler: Oh come on Ross, I think were all losers here. Joey: All right. Chandler, you can either spin the wheel or pick a Google card.",anger,indifferent|frustrated,indifferent|frustrated,neutral,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0155,Score! Where are the disposable cameras?,Ross: Why not? Its built into the price of the room. Chandler: Yeah but you dont needWhat is this? Ross: Thread!,joy,excited|curious,excited|curious,joy,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0157,"Aww, is it broken?",Rachel: I didn't know there were docks. Joey: Hey. Chandler: Hey.,sadness,concern|curiosity,concern|curiosity,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0158,Oh thats five Ross. Five women have had five babies! And I have had no babies! Why doesnt she want to come out?,,sadness,frustration|envy|concern,frustration|envy|concern,anger,hybrid_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0159,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",,sadness,sympathy|hopefulness,sympathy|hopefulness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: sympathy, hopefulness; used text-level fallback.",false
S0160,Intense and creepy.,Phoebe: They don't see all the good stuff and all the sweet stuff. Phoebe: They just think you're a little... Roger: What?,neutral,intense|creepy,intense|creepy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: intense, creepy; used text-level fallback.",false
S0162,Youre Erwins daughter?!,"Phoebe: Are you ah, Phoebe Abott? Phoebe Sr: Ahh, yes. Phoebe: Hi Phoebe Abott, Im your best friends daughter!",surprise,surprise|curiosity,surprise|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0161,You sure?,Mark: Right here! Rachel: Oh God. Im sorry about this. Mark: Thats okay.,joy,uncertainty|caution,uncertainty|caution,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0164,"If we broke up, and I lost you...","Ross: Look, I-I've been in love with you since, like, the ninth grade. Rachel: Ross, you're like my best friend. Ross: I know.",fear,fear|desperation,fear|desperation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: fear, desperation; used text-level fallback.",false
S0163,Maybe she can give me a pill or something.,"Rachel: Ah. Phoebe: Yeah. Rachel: I go see my doctor tomorrow, Ill ask her about this.",neutral,concerned|hopeful,concerned|hopeful,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0166,"...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.",,anger,anger|mockery,anger|mockery,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0165,Thank God.,"Ross: Hello?  No she cant come to the phone right now.  Oh, right no problem. Okay, bye-bye. Phoebe: Was it my work? Were they mad? Was it Jack? Did he yell?! Ross: J-j-just relax, nobody yelled. Jack just was calling to make sure that",joy,relief|anxiety,relief|anxiety,joy,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0168,"OK, is there a mute button on this woman?","Rachel: I mean, this is unbelievable. Phoebe: I know. This is really, really huge. Chandler: No it's not. It's small. It's tiny. It's petite. It's wee.",disgust,frustration|exasperation,frustration|exasperation,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0167,No it's not. It's small. It's tiny. It's petite. It's wee.,"Rachel: I mean, this is unbelievable. Phoebe: I know. This is really, really huge.",neutral,defensive|exaggerated,defensive|exaggerated,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0170,Mazel tov!,"Monica: I'm only 26, I'm not even thinking about babies yet. Chandler: Where have you been? Joey: Oh, just had a baby.",joy,sarcastic|amused,sarcastic|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0169,Look confident.,"Joey: I can tell her how I feel. Joey: Just uh, just stand up straight. Joey: Take a couple deep breaths.",fear,determined|nervous,determined|nervous,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0172,"Wait until uh, wait until the first time your baby grabs your finger.","Ross: Yeah I know. Ross: On the other hand in um, in about seven months youre gonna have something that youre gonna love more than any guy youve ever gone out with. Ross: Just wait.",joy,anticipation|reflection,anticipation|reflection,surprise,heuristic_llm_fallback,0.55,"Unresolved words: anticipation, reflection; used text-level fallback.",false
S0171,"Yeah, all of us! All day!","Joey: All right, well, we felt really bad about that so we decided we should all take a little trip together! Phoebe: Ohh, that's so nice! How great! Well, where? Where's the trip?! Monica: Well, we thought we would all go to a picnic , in Central Park!",joy,excited|enthusiastic,excited|enthusiastic,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0173,"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?",Mrs. Geller: Hi Ross: Hi!  Hey mom.,joy,joy|admiration,joy|admiration,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0174,Thank youwere so excited,"Mr. Geller: Why would you serve food on such a sharp stick? Ross: Thats a good question, dad. Thats a good question an: Congratulations you two!",joy,gratitude|joy,gratitude|joy,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0175,Lets get the show on it!,,joy,enthusiastic|energetic,enthusiastic|energetic,neutral,heuristic_llm_fallback,0.55,"Unresolved words: enthusiastic, energetic; used text-level fallback.",false
S0176,Youre our age!,"Joey: Oh, and Mississ-Pete is? Pete: I got to go, so ah, Ill see you guys later. All: Okay.",surprise,surprise|curiosity,surprise|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0177,"""Oh my God, I cant find a boyfriend!","Rachel: ""Im Monica, I dont get phone messages from interesting people. Ever!"" Phoebe: Hey! I call her! Monica: ""Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!""",anger,frustration|desperation,frustration|desperation,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0178,"Yes it is! From now on, I have no first name.","Joey: Dude, I am sorry about what I said! Chandler: No, no, youre right, it is a ridiculous name! Joey: Its not that bad.",anger,defensive|resigned,defensive|resigned,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0180,"Yeah, that'd be great. I'd love it.","Julie: Oy. Rachel: Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right. Julie: Thanks. Hey, listen, would you like to go to a movie sometime or something?",joy,grateful|happy,grateful|happy,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0179,"Ok, look! Enough is enough!","Mike: Ok, so it's a tie again, 41 to 41.",anger,frustration|exhaustion,frustration|exhaustion,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0181,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?","Chandler: Another cheesecake came! They delivered it to the wrong address again! Rachel: So just bring it back downstairs, whats the problem? Chandler: I cant seem to say goodbye.",surprise,frustration|exasperation,frustration|exasperation,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0182,"No I know, because to be a grandmother you have to be married and have children and I dont have any of those things.","Chandler: No-no-no-no! That was the joke! Rachel: No, I know! I get it! Its funny! Chandler: No, because youre not a grandmother!",sadness,disappointed|reflective,disappointed|reflective,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0184,"No, I dont think well be doing that.",,disgust,doubtful|resigned,doubtful|resigned,neutral,heuristic_llm_fallback,0.55,"Unresolved words: doubtful, resigned; used text-level fallback.",false
S0183,You ordered a stripper for the shower?! That is totally inappropriate!,"Phoebe: Oh, I told the stripper to be here at five. Thats good right?",anger,shock|disapproval,shock|disapproval,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0186,The Mr. Bowmonts here!!!,Monica: Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world! Chandler: Eh Monica: Okay well thats good to know.,joy,surprise|excitement,surprise|excitement,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0185,What?! Oh my...  Oh my God!! What happened?!,Ross: Yeah. Phoebe: Hey! Monica: I tried to reach you at work. Theres....been a fire.,surprise,shock|concern,shock|concern,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0188,"The next time you want to dump a fire alarm in a trash chute, dont wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",Phoebe: Thats not mine. The Fireman: Yes it is. Phoebe: How do you know?,disgust,assertive|amused,assertive|amused,anger,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0187,How do you know?,The Fireman: We found your fire alarm in the trash chute. Phoebe: Thats not mine. The Fireman: Yes it is.,fear,confusion|defensiveness,confusion|defensiveness,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0189,Hi.,Rachel: Remember when we went to Central Park and rented boats?.. That was fun. Ross: Yeah. He could row like a viking.,neutral,greeting|smiling,greeting|smiling,neutral,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0190,Yeah. What-what should I do?,"Ross: I mean technically its-its not against the rules or anything, but it is frowned upon. Ross: Especially by that professor we ran into last night, Judgey von Holierthanthou. Monica: Well Ross, you be careful now. You dont want to get a reputation as yknow Professor McNailshisstudents.",fear,confusion|uncertainty,confusion|uncertainty,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0191,"Come on man, you-you got to give me a second chance!","Joey: Umm, all right Wayne, level with me. Joey: I-I keep hearing all these rumors that I might get fired. Joey: Okay, they even have actors coming in to read for my part!",sadness,desperation|hopefulness,desperation|hopefulness,surprise,heuristic_llm_fallback,0.55,"Unresolved words: desperation, hopefulness; used text-level fallback.",false
S0192,Wo-women? You mean like old women?,Tag: Oh yeah! We went to the Knicks game. Rachel: Ohh thats nice. Tag: Then we went to this bar and he hooked us up with all these women!,disgust,confusion|disapproval,confusion|disapproval,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0193,"Your good heart Rach,  and, and....","Ross: Look, look, theres got to be a way we can work past this. Ross: Okay,  I cant imagine, I cant imagine my life without you. Ross: Without, without these arms, and your face, and this heart.",sadness,affection|intimacy,affection|intimacy,neutral,heuristic_llm_fallback,0.55,"Unresolved words: affection, intimacy; used text-level fallback.",false
S0194,"I cant, youre a totally different person to me now.","Ross: Without, without these arms, and your face, and this heart. Ross: Your good heart Rach,  and, and.... Rachel: No.",sadness,sadness|disappointment,sadness|disappointment,sadness,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0196,She-she thinks that youre just using me.,"Ross: Good-bye. Ross: Whoa! Ross: Uh, that was your sister actually.",neutral,confusion|defensiveness,confusion|defensiveness,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0195,There will come a time in each of your careers when youll have a chance to screw over another soap opera actor.,,neutral,confident|contemplative,confident|contemplative,neutral,heuristic_llm_fallback,0.55,"Unresolved words: confident, contemplative; used text-level fallback.",false
S0198,Im sorry.,"Ross: All right, Im-Im not English. Ross: Im from Long Island. Ross: I was really nervous and the accent just uh, just came out.",sadness,apologetic|nervous,apologetic|nervous,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0197,What?!,"Phoebe: Im sorry. Phoebe Sr: What are you doing here?! Phoebe: I-I, came to fill your ice cube trays.",surprise,surprise|confusion,surprise|confusion,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
